clientID,urls
390,https://www.alphapaw.com/
390,https://www.alphapaw.com//products/pawramp/
390,https://www.alphapaw.com//products/pawramp/
390,https://www.alphapaw.com/products/cozy-calming-bed-for-dogs/
390,https://www.alphapaw.com/products/cozy-calming-bed-for-dogs/
390,https://www.alphapaw.com//products/natural-vitality-dog-food
390,https://www.alphapaw.com//products/natural-vitality-dog-food
390,https://www.alphapaw.com//products/american-flag-dog-collar
390,https://www.alphapaw.com//products/american-flag-dog-collar
390,https://www.alphapaw.com//products/magic-mouthwash-for-dogs
390,https://www.alphapaw.com//products/magic-mouthwash-for-dogs
390,https://www.alphapaw.com//products/collapsible-water-bowls
390,https://www.alphapaw.com//products/collapsible-water-bowls
390,https://www.alphapaw.com//products/expandable-pet-carrier
390,https://www.alphapaw.com//products/expandable-pet-carrier
390,https://www.alphapaw.com//products/cozy-calming-blanket
390,https://www.alphapaw.com//products/cozy-calming-blanket
390,https://www.alphapaw.com//products/dentalicious-doggy-bones
390,https://www.alphapaw.com//products/dentalicious-doggy-bones
390,https://www.alphapaw.com//products/pawproof-car-seat-cover
390,https://www.alphapaw.com//products/pawproof-car-seat-cover
390,https://www.alphapaw.com//products/pawramp/
390,https://www.alphapaw.com//products/victors-doggy-cookies/
390,https://www.alphapaw.com//products/magic-dog-pee-pads
390,https://www.alphapaw.com//products/pawramp/
390,https://www.alphapaw.com//products/pawramp/
390,https://www.alphapaw.com/products/cozy-calming-bed-for-dogs/
390,https://www.alphapaw.com/products/cozy-calming-bed-for-dogs/
390,https://www.alphapaw.com//products/natural-vitality-dog-food
390,https://www.alphapaw.com//products/natural-vitality-dog-food
390,https://www.alphapaw.com//products/american-flag-dog-collar
390,https://www.alphapaw.com//products/american-flag-dog-collar
390,https://www.alphapaw.com//products/magic-mouthwash-for-dogs
390,https://www.alphapaw.com//products/magic-mouthwash-for-dogs
390,https://www.alphapaw.com//products/collapsible-water-bowls
390,https://www.alphapaw.com//products/collapsible-water-bowls
390,https://www.alphapaw.com//products/expandable-pet-carrier
390,https://www.alphapaw.com//products/expandable-pet-carrier
390,https://www.alphapaw.com//products/cozy-calming-blanket
390,https://www.alphapaw.com//products/cozy-calming-blanket
390,https://www.alphapaw.com//products/dentalicious-doggy-bones
390,https://www.alphapaw.com//products/dentalicious-doggy-bones
390,https://www.alphapaw.com//products/pawproof-car-seat-cover
390,https://www.alphapaw.com//products/pawproof-car-seat-cover
